iter	RMSE
223	0.3848518505
224	0.3844535547
225	0.3834802353
226	0.3829693587
227	0.3825455902
228	0.3815472439
229	0.3810791409
230	0.3807027849
231	0.3803308927
232	0.3798106716
233	0.3793031821
234	0.3787940194
235	0.3779603556
236	0.3770044087
237	0.376205527
238	0.3758090497
239	0.3748223718
240	0.3744451265
241	0.3735888211
242	0.3731002301
243	0.3727071009
244	0.372413215
245	0.3720230698
246	0.3716473476
247	0.3711084181
248	0.3702502989
249	0.3698908373
250	0.3695420537
251	0.3692541181
252	0.3689306593
253	0.3685671999
254	0.3681250881
255	0.3677332658
256	0.3672957309
257	0.3669636785
258	0.3665913558
259	0.3662943619
260	0.3659403004
261	0.3655492441
262	0.3652161487
263	0.3647724967
264	0.3641948664
265	0.3638773038
266	0.363692367
267	0.3633830326
268	0.3629925172
269	0.3622793611
270	0.3618551064
271	0.3615424441
272	0.3610545631
273	0.3606374194
274	0.3601651925
275	0.3598832356
276	0.3594013817
277	0.3587334211
278	0.3582975037
279	0.3577008511
280	0.3573422788
281	0.3569497142
282	0.3566871997
283	0.356083549
284	0.355678092
285	0.3555000619
286	0.3552240631
287	0.3547512551
288	0.354300965
289	0.3538769604
290	0.3536668091
291	0.3533939729
292	0.3527259215
293	0.3524202924
294	0.3520258574
295	0.351699622
296	0.351436592
297	0.3511860166
298	0.3509307574
299	0.350336847
300	0.3500907653
301	0.3494534851
302	0.348921214
303	0.3486617165
304	0.3483771706
305	0.3481258844
306	0.347700683
307	0.3473851539
308	0.3469955345
309	0.3467748754
310	0.3463378196
311	0.3460590622
312	0.3454900364
313	0.3450411248
314	0.3447441044
315	0.3443434882
316	0.3440388781
317	0.3436665513
318	0.3435161876
319	0.3433039053
320	0.3429412121
321	0.3426872387
322	0.3421485954
323	0.3418890458
324	0.3413646105
325	0.3411769389
326	0.3407840486
327	0.340567942
328	0.3400742523
329	0.3397972899
330	0.3394878569
331	0.3392107578
332	0.3389235493
333	0.3386860291
334	0.3384366178
335	0.3380437433
336	0.3377913286
337	0.3374753568
338	0.3368913692
339	0.3365530556
340	0.3362367307
341	0.3355491966
342	0.3353204222
343	0.3349000427
344	0.3346814303
345	0.3344192578
346	0.3341336333
347	0.3339366757
348	0.3335698557
349	0.333221696
350	0.3326651441
351	0.3323460667
352	0.3321696032
353	0.3320070064
354	0.3313072349
355	0.3310497839
356	0.3309184456
357	0.3306410348
358	0.3300308176
359	0.3298658309
360	0.3296007395
361	0.3294235511
362	0.3292858681
363	0.3291157628
364	0.3285307889
365	0.3282874932
366	0.3281886335
367	0.3280315854
368	0.3276140754
369	0.3273516118
370	0.3270641819
371	0.3268546606
372	0.3263136719
373	0.3261189108
374	0.3259994935
375	0.3257317286
376	0.3253074672
377	0.3250379171
378	0.3249137121
379	0.3246679913
380	0.3243795348
381	0.3241802593
382	0.3237563982
383	0.3236254118
384	0.3232847015
385	0.3227303921
386	0.3222996627
387	0.3221040107
388	0.3217377688
389	0.3215350644
390	0.3213194599
391	0.3212182033
392	0.3209923409
393	0.3208246343
394	0.3205621596
395	0.3203938922
396	0.3203117519
397	0.3201022593
398	0.3196669061
399	0.3193691288
400	0.3192311025
401	0.3189316078
402	0.3186598748
403	0.3184358693
404	0.3180027312
405	0.3176461768
406	0.3172139765
407	0.3170112957
408	0.3167388192
409	0.3165518365
410	0.31614365
411	0.3159194025
412	0.3155485529
413	0.3152942416
414	0.3151077806
415	0.3148484587
416	0.3145491084
417	0.3143151725
418	0.3140409238
419	0.3139116211
420	0.3136347641
421	0.3134316898
422	0.3130758738
423	0.3128495723
424	0.3125747613
425	0.31245112
426	0.3122364901
427	0.3117603446
428	0.3116800869
429	0.3112891369
430	0.3111371571
431	0.3110319811
432	0.31089972
433	0.310752177
434	0.3106611736
435	0.3105055453
436	0.3102824485
437	0.3100613069
438	0.3099396099
439	0.3096287913
440	0.309369815
441	0.3089401255
442	0.3088017888
443	0.308585218
444	0.3084589491
445	0.3082819572
446	0.3081600811
447	0.3079392817
448	0.3077501197
449	0.3076804925
450	0.3076010497
451	0.3074631927
452	0.3070581438
453	0.3068325905
454	0.3066241458
455	0.3064698513
456	0.3061529528
457	0.3059723636
458	0.3058668246
459	0.3057559044
460	0.3055699197
461	0.3053001904
462	0.3049205111
463	0.3048185954
464	0.304711504
465	0.3042637985
466	0.3041551375
467	0.3038526384
468	0.3037035485
469	0.3033480482
470	0.3031737964
471	0.3030484965
472	0.3029218647
473	0.3025867891
474	0.3023502069
475	0.3021203875
476	0.3018903917
477	0.3016331288
478	0.3015443365
479	0.3013849729
480	0.3011365519
481	0.3009526252
482	0.3007481075
483	0.3004236132
484	0.2995197282
485	0.2994381441
486	0.2993568246
487	0.2991731725
488	0.2990492585
489	0.2987393413
490	0.2986407951
491	0.2983854466
492	0.2980360122
493	0.2977796928
494	0.2975471979
495	0.2973903033
496	0.2972713135
497	0.2969011066
498	0.2967447861
499	0.2965437637
500	0.296307268
501	0.2962255978
502	0.2959906287
503	0.2958513517
504	0.2956357331
505	0.2955298675
506	0.2953783909
507	0.295285847
508	0.2951872357
509	0.295072938
510	0.2949256998
511	0.2947817331
512	0.2944365037
513	0.2943713662
514	0.2942697927
515	0.2940977605
516	0.2939998549
517	0.2939365538
518	0.2937081718
519	0.2935233612
520	0.2932655454
521	0.2930756597
522	0.2929450551
523	0.2927417446
524	0.2925827431
525	0.2924799494
526	0.2923457282
527	0.2920449188
528	0.2919215046
529	0.2917615985
530	0.2915230723
531	0.291399464
532	0.291213428
533	0.2910642733
534	0.290864216
535	0.2907248795
536	0.2905617258
537	0.2903409247
538	0.2902333629
539	0.2899950238
540	0.2898290158
541	0.2896924607
542	0.2895490127
543	0.2893364656
544	0.289150379
545	0.2889658036
546	0.2887803331
547	0.2886038314
548	0.2884801273
549	0.2883003713
550	0.2881886957
551	0.288075772
552	0.287895972
553	0.2873618685
554	0.2872971135
555	0.2870904727
556	0.286986053
557	0.2868605589
558	0.2867248175
559	0.2866465308
560	0.2864879433
561	0.2863870755
562	0.2861339548
563	0.2859583769
564	0.2858375844
565	0.2855106769
566	0.2853204798
567	0.284912928
568	0.2847619928
569	0.284651834
570	0.284492593
571	0.284395787
572	0.2842055256
573	0.2840338328
574	0.2838900284
575	0.2836955368
576	0.2834968506
577	0.283403283
578	0.2833156346
579	0.2831988443
580	0.2830726415
581	0.2829521391
582	0.2828389748
583	0.2826018159
584	0.2822903567
585	0.2822032975
586	0.2821161795
587	0.2819609866
588	0.2817036157
589	0.2816177219
590	0.2815217075
591	0.2813475375
592	0.2812239317
593	0.2810558061
594	0.2810054511
595	0.2807838194
596	0.2806306498
597	0.2805847287
598	0.2805162532
599	0.2804103765
600	0.2802843161
601	0.280155552
602	0.2800385095
603	0.2799286476
604	0.279622161
605	0.2795503233
606	0.2794575834
607	0.2793291458
608	0.2791334847
609	0.2789113303
610	0.2787542376
611	0.2786137355
612	0.2784801134
613	0.2782000317
614	0.2780998034
615	0.2779449498
616	0.2778063735
617	0.2775809976
618	0.2775109653
619	0.2774557204
620	0.2773632856
621	0.2771997195
622	0.2771234732
623	0.2769677099
624	0.2769039872
625	0.2766970547
626	0.2765711865
627	0.2764394164
628	0.2762940321
629	0.2761984904
630	0.276044978
631	0.2759457912
632	0.2757937394
633	0.2756532936
634	0.2755746716
635	0.2751510111
636	0.2748903361
637	0.2747143084
638	0.2746600325
639	0.2744959085
640	0.274349734
641	0.2742795638
642	0.2741405629
643	0.2739811467
644	0.2738983092
645	0.2737501536
646	0.2736328694
647	0.2735689245
648	0.273426698
649	0.2733103172
650	0.2732410627
651	0.2731289936
652	0.2729834389
653	0.2728782009
654	0.2727556979
655	0.2725456279
656	0.2724115055
657	0.2723111165
658	0.2722285357
659	0.2721438768
660	0.2720009843
661	0.2718599791
662	0.2717258413
663	0.2715515735
664	0.2714274588
665	0.2713023775
666	0.2712630936
667	0.2710610428
668	0.270939526
669	0.2708729463
670	0.2707997582
671	0.2706537672
672	0.2705808669
673	0.2704504597
674	0.2704051141
675	0.2703575289
676	0.2703092595
677	0.2702070958
678	0.2701689461
679	0.2699906635
680	0.269815482
681	0.2696429539
682	0.2695513066
683	0.2694718044
684	0.2693314732
685	0.2692064761
686	0.2691034543
687	0.2690023657
688	0.2688540132
689	0.2682294738
690	0.268020109
691	0.2679040251
692	0.2677609424
693	0.2676498586
694	0.2676224012
695	0.2675559597
696	0.2674006304
697	0.2673367947
698	0.2672666346
699	0.2671713448
700	0.2671114381
701	0.2669154977
702	0.2668329354
703	0.26681341
704	0.2667152658
705	0.2666604822
706	0.2665628842
707	0.2664410876
708	0.2663853105
709	0.2662956064
710	0.2661528139
711	0.2660264854
712	0.2658659252
713	0.2657465687
714	0.2653439733
715	0.2652411079
716	0.2651030388
717	0.2649770842
718	0.2648903166
719	0.2647406203
720	0.2646628814
721	0.2645801161
722	0.2645252386
723	0.2644573503
724	0.2644055815
725	0.264227602
726	0.2641497863
727	0.2639948079
728	0.2639319175
729	0.2638222142
730	0.263790579
731	0.2636784261
732	0.2636336651
733	0.2633491175
734	0.2631753296
735	0.263088733
736	0.263050014
737	0.2629360733
738	0.2629011145
739	0.2628129818
740	0.2627154973
741	0.2625733268
742	0.2624314643
743	0.2623596428
744	0.2621773809
745	0.2620940386
746	0.261991742
747	0.261875783
748	0.2618105066
749	0.2617638081
750	0.2617383056
751	0.261665077
752	0.2615208993
753	0.2614398659
754	0.2613283006
755	0.2612229328
756	0.2611124039
757	0.2609547002
758	0.2608935051
759	0.2608695176
760	0.2608201156
761	0.2607662402
762	0.2606460616
763	0.2606084091
764	0.2605379474
765	0.2604194751
766	0.2603703025
767	0.2602875283
768	0.2601430129
769	0.2600812051
770	0.2599628003
771	0.2598714252
772	0.2597946928
773	0.2597541846
774	0.2595693729
775	0.2594678449
776	0.2594473994
777	0.2594198816
778	0.2592708762
779	0.2592002256
780	0.2590854873
781	0.2589708095
782	0.2589451628
783	0.2588472126
784	0.2588176075
785	0.2587753908
786	0.2587355156
787	0.2586855712
788	0.2585936853
789	0.2584716244
790	0.2583816001
791	0.2583014376
792	0.2582484047
793	0.2581095374
794	0.258022494
795	0.2579299571
796	0.2578359782
797	0.2577085515
798	0.2575840807
799	0.2575255705
800	0.2574181932
801	0.2573776081
802	0.2573373866
803	0.2572695194
804	0.2571811398
805	0.2571412467
806	0.2570145004
807	0.2569017184
808	0.2567795845
809	0.2566386018
810	0.2564537742
811	0.2563854147
812	0.25623281
813	0.2561285588
814	0.2560704994
815	0.2559157532
816	0.2558342014
817	0.2556545813
818	0.2556180962
819	0.2555050847
820	0.2553942097
821	0.2552397786
822	0.2550786996
823	0.254829468
824	0.2547494067
825	0.2546873956
826	0.2545832428
827	0.254514228
828	0.2544376154
829	0.2541879521
830	0.2541360534
831	0.2540153595
832	0.2539936717
833	0.2539316603
834	0.2538244441
835	0.2534326434
836	0.2533282645
837	0.2532335982
838	0.2531438245
839	0.2530317814
840	0.2529575845
841	0.252881075
842	0.2528059942
843	0.2527523951
844	0.2526614587
845	0.2525852822
846	0.2524942837
847	0.2524118981
848	0.2523707323
849	0.2522842744
850	0.2522383324
851	0.2521537649
852	0.2520991364
853	0.2520703465
854	0.2520365557
855	0.2518531953
856	0.2517551872
857	0.2517192843
858	0.2516056226
859	0.2515075624
860	0.251428655
861	0.2512970044
862	0.2512529335
863	0.2512118956
864	0.2511036392
865	0.2510212597
866	0.2508875396
867	0.2508221141
868	0.2507280997
869	0.2506524871
870	0.2505519324
871	0.2504919024
872	0.2504229185
873	0.2503093377
874	0.2502040127
875	0.2501239127
876	0.2499709821
877	0.2499101295
878	0.2498719648
879	0.2498238039
880	0.2497676451
881	0.2496934201
882	0.2496091568
883	0.2494852331
884	0.2493727723
885	0.2493261815
886	0.2492243899
887	0.2491376447
888	0.2490355406
889	0.248938845
890	0.2488616117
891	0.2487673246
892	0.2485263351
893	0.2484953099
894	0.2484219454
895	0.2483332495
896	0.2483214214
897	0.2482772981
898	0.248248243
899	0.2481626875
900	0.2480806269
901	0.2479596586
902	0.2479288185
903	0.2478450545
904	0.24775281
905	0.2476156345
906	0.2474984286
907	0.2473906741
908	0.2472724852
909	0.2472345744
910	0.247166786
911	0.2471066742
912	0.2470720102
913	0.2469809842
914	0.2469247214
915	0.2467698075
916	0.2466220577
917	0.2465910681
918	0.246507776
919	0.2464139342
920	0.2462468472
921	0.2461624185
922	0.2461115604
923	0.245999119
924	0.2457499146
925	0.2457048328
926	0.2456222673
927	0.2455641472
928	0.2454858037
929	0.2454275839
930	0.2452770226
931	0.2451577738
932	0.2451056728
933	0.2450667584
934	0.2450251601
935	0.2449549835
936	0.2448868877
937	0.2447735193
938	0.2447093536
939	0.2445367736
940	0.244428026
941	0.2443344115
942	0.2442541688
943	0.2441529069
944	0.2440802623
945	0.2439903775
946	0.2438649526
947	0.2437787493
948	0.2437038238
949	0.243612733
950	0.2435587711
951	0.2433682284
952	0.243306816
953	0.2432561601
954	0.2432296785
955	0.2429713563
956	0.2429380351
957	0.2428585835
958	0.2427670605
959	0.2427238147
960	0.2426795284
961	0.2425984441
962	0.2425376659
963	0.2424244434
964	0.242397098
965	0.2423295872
966	0.2422075242
967	0.2421155417
968	0.2420490502
969	0.2419786539
970	0.2419551244
971	0.2418999519
972	0.2418029724
973	0.2416978197
974	0.2416615288
975	0.2416270595
976	0.2415283392
977	0.2415109918
978	0.2414289015
979	0.2413910055
980	0.2413240406
981	0.2412353133
982	0.2411703916
983	0.2411023794
984	0.2409967649
985	0.240942559
986	0.240919296
987	0.240860341
988	0.2407598556
989	0.2407074522
990	0.2404079533
991	0.2403521096
992	0.2402875629
993	0.2402220635
994	0.2399550189
995	0.2398790753
996	0.2398492207
997	0.2398237747
998	0.2395859538
999	0.2394943148
1000	0.23947143
1001	0.2394284724
1002	0.2393401512
1003	0.2393124061
1004	0.239260678
1005	0.2392168116
1006	0.2391612629
1007	0.2391054861
1008	0.2390173324
1009	0.2389504489
1010	0.2388917177
1011	0.238858129
1012	0.2387511677
1013	0.2386736221
1014	0.238616908
1015	0.2385272199
1016	0.238494101
1017	0.2384250092
1018	0.2382823319
1019	0.2382336804
1020	0.2381782522
1021	0.2381197702
1022	0.2380524517
1023	0.2379768042
1024	0.2378994085
1025	0.2378136169
1026	0.2377766188
1027	0.2377421528
1028	0.2377035003
1029	0.2376721563
1030	0.2375334117
1031	0.2374505762
1032	0.2373221282
1033	0.2372410796
1034	0.2371213575
1035	0.2370442254
1036	0.2369830121
1037	0.2368913409
1038	0.2367601582
1039	0.2366939458
1040	0.2366818205
1041	0.2366090978
1042	0.2365802106
1043	0.2365138941
1044	0.2364306946
1045	0.2364132596
1046	0.2363508665
1047	0.2362695658
1048	0.236146143
1049	0.2361134192
1050	0.2360736726
1051	0.2358754757
1052	0.2358676048
1053	0.2358065079
1054	0.2357421856
1055	0.2356916642
1056	0.2355981618
1057	0.2355572507
1058	0.2354528888
1059	0.2352640963
1060	0.2352113753
1061	0.2351543656
1062	0.2351239845
1063	0.2350695811
1064	0.2349923358
1065	0.2349475014
1066	0.2348177157
1067	0.2347777728
1068	0.234718751
1069	0.2346362082
1070	0.2345750366
1071	0.2345224913
1072	0.2343746943
1073	0.234304012
1074	0.2342813172
1075	0.2342361124
1076	0.2341024829
1077	0.2340430011
1078	0.2340121523
1079	0.233890167
1080	0.2338222475
1081	0.2337750662
1082	0.2337050054
1083	0.2336325269
1084	0.2335990614
1085	0.2334908701
1086	0.2332719778
1087	0.233228987
1088	0.2331335991
1089	0.2330917319
1090	0.2330079658
1091	0.2328015226
1092	0.2327203902
1093	0.232668083
1094	0.2325492191
1095	0.2324612369
1096	0.2324386251
1097	0.2323999842
1098	0.2323672575
1099	0.2323375952
1100	0.2322589969
1101	0.2321906011
1102	0.2321429412
1103	0.2320506552
1104	0.2320281754
1105	0.2318227192
1106	0.2317646194
1107	0.2316749045
1108	0.2315974849
1109	0.2315409331
1110	0.231476973
1111	0.2314279376
1112	0.2314129673
1113	0.2313540542
1114	0.2313000753
1115	0.2312437063
1116	0.2312088388
1117	0.2311602148
1118	0.2311025278
1119	0.2310216115
1120	0.2310045459
1121	0.230943669
1122	0.2308265464
1123	0.2308053834
1124	0.2307518062
1125	0.2306737406
1126	0.2305407753
1127	0.2305242759
1128	0.2304564947
1129	0.2304221265
1130	0.2303641272
1131	0.2303075823
1132	0.2302723439
1133	0.2302256739
1134	0.2301579689
1135	0.2300725972
1136	0.230018321
1137	0.2299495409
1138	0.2299119372
1139	0.2298777537
1140	0.2298153792
1141	0.2297574337
1142	0.2297119035
1143	0.2297008934
1144	0.229669583
1145	0.2296318574
1146	0.2294770123
1147	0.2293801345
1148	0.2292950867
1149	0.2291771335
1150	0.2291566286
1151	0.2291007252
1152	0.2290110695
1153	0.2289062427
1154	0.2288346185
1155	0.2287972393
1156	0.2287498096
1157	0.2286229607
1158	0.2285917736
1159	0.2285481481
1160	0.2284562132
1161	0.2284036462
1162	0.2283130987
1163	0.228124689
1164	0.2280895867
1165	0.2280244305
1166	0.2278356013
1167	0.2278210289
1168	0.2277526683
1169	0.2276815987
1170	0.2276576244
1171	0.2275962915
1172	0.2275181617
1173	0.2274731524
1174	0.227400476
1175	0.2273336533
1176	0.2272979203
1177	0.2272416818
1178	0.2272201996
1179	0.226971562
1180	0.2269281077
1181	0.226858163
1182	0.2267864866
1183	0.2267521564
1184	0.2266899654
1185	0.2266653921
1186	0.2266296902
1187	0.2265739185
1188	0.2265324234
1189	0.2264604418
1190	0.226394107
1191	0.2262096192
1192	0.2261615049
1193	0.2261216537
1194	0.2260717677
1195	0.2260424456
1196	0.2258537214
1197	0.225735557
1198	0.2256579065
1199	0.2255409065
1200	0.2254538612
1201	0.2254033315
1202	0.2253542506
1203	0.2253169205
1204	0.2251112195
1205	0.2250070477
1206	0.2249513267
1207	0.2248966215
1208	0.2248233696
1209	0.2247112292
1210	0.2246714487
1211	0.2246398646
1212	0.2246011765
1213	0.2245329181
1214	0.2244836434
1215	0.2244573054
1216	0.2244452832
1217	0.2243490056
1218	0.224326087
1219	0.2242735273
1220	0.2242187119
1221	0.2241589748
1222	0.2241150158
1223	0.2240864373
1224	0.2240204937
1225	0.2239977152
1226	0.2238927328
1227	0.2238255269
1228	0.2237306788
1229	0.2236970017
1230	0.2236321628
1231	0.2235823931
1232	0.2235377334
1233	0.2235021082
1234	0.2234787109
1235	0.2234513048
1236	0.2233569817
1237	0.2233141121
1238	0.2232275172
1239	0.2231913956
1240	0.2230307009
1241	0.2229870828
1242	0.2229323067
1243	0.2228817448
1244	0.2227095447
1245	0.2226546014
1246	0.2226110003
1247	0.2225761014
1248	0.222543132
1249	0.2225252825
1250	0.2225007678
1251	0.2224727421
1252	0.2224202522
1253	0.2223746007
1254	0.222325638
1255	0.2222816783
1256	0.2222158164
1257	0.2221628859
1258	0.222120355
1259	0.22209114
1260	0.2220397723
1261	0.2220003035
1262	0.2218834531
1263	0.2218472979
1264	0.221778265
1265	0.2217636477
1266	0.2217443146
1267	0.2216774142
1268	0.2216649089
1269	0.2214814656
1270	0.2214341885
1271	0.2214027588
1272	0.2213702843
1273	0.2213380227
1274	0.2212891586
1275	0.2212031383
1276	0.2211736807
1277	0.2211407071
1278	0.2211009898
1279	0.2210315515
1280	0.2210029123
1281	0.2209289566
1282	0.2208757183
1283	0.2208015205
1284	0.2207513764
1285	0.220693405
1286	0.2204971598
1287	0.2204493887
1288	0.2203958651
1289	0.2203247521
1290	0.2202492292
1291	0.2201946642
1292	0.2201337794
1293	0.220073419
1294	0.2200204587
1295	0.2199602972
1296	0.2198458521
1297	0.2197391361
1298	0.219675232
1299	0.2195744673
1300	0.2194925033
1301	0.2194749791
1302	0.2194543059
1303	0.2194159126
1304	0.2193835642
1305	0.2193351764
1306	0.2193219227
1307	0.2192558925
1308	0.2192206763
1309	0.2191468693
1310	0.2191131903
1311	0.219041304
1312	0.2190218412
1313	0.2189701902
1314	0.2189518041
1315	0.21889272
1316	0.2188482298
1317	0.2187718167
1318	0.2187183812
1319	0.2186909991
1320	0.2186247697
1321	0.2185958499
1322	0.2185327399
1323	0.218284271
1324	0.2182508574
1325	0.2182085894
1326	0.2181390154
1327	0.2180902699
1328	0.2180322141
1329	0.2179609572
1330	0.2179207947
1331	0.2179045387
1332	0.2178593225
1333	0.2178103042
1334	0.217773303
1335	0.2177515445
1336	0.2176608904
1337	0.2175953828
1338	0.2175366993
1339	0.2174549796
1340	0.2173736634
1341	0.2173433448
1342	0.2173267067
1343	0.2172998657
1344	0.2171769058
1345	0.217138806
1346	0.2171072572
1347	0.2170610314
1348	0.217032487
1349	0.217001306
1350	0.2168865341
1351	0.2168069061
1352	0.2167821079
1353	0.21676465
1354	0.2167422932
1355	0.216727517
1356	0.216645026
1357	0.2165741732
1358	0.2165593823
1359	0.2164564468
1360	0.2164019926
1361	0.2163646814
1362	0.2163079743
1363	0.2162342444
1364	0.2161762913
1365	0.2161598341
1366	0.216130373
1367	0.2160893628
1368	0.2160417991
1369	0.2159947181
1370	0.2159374985
1371	0.2159104705
1372	0.2158520531
1373	0.2157833334
1374	0.215732615
1375	0.2157103198
1376	0.2156508355
1377	0.2156042817
1378	0.2155425667
1379	0.215491946
1380	0.2154662938
1381	0.2154157846
1382	0.2153702283
1383	0.2153248363
1384	0.2152838079
1385	0.2152232043
1386	0.2151710827
1387	0.215123443
1388	0.2151039749
1389	0.215065138
1390	0.2150051168
1391	0.2149619485
1392	0.2149209823
1393	0.2148895762
1394	0.214866153
1395	0.2148184414
1396	0.2147815599
1397	0.2147468048
1398	0.2147111376
1399	0.2146804741
1400	0.2145975453
1401	0.2145623697
1402	0.2145331718
1403	0.2144575577
1404	0.2144351614
1405	0.2142737571
1406	0.2142005533
1407	0.214118237
1408	0.2140096526
1409	0.2138205386
1410	0.2138030558
1411	0.2137844744
1412	0.2137387259
1413	0.213708327
1414	0.2136375457
1415	0.2136338019
1416	0.2135986835
1417	0.2135565474
1418	0.2135197271
1419	0.2134810737
1420	0.2134498003
1421	0.2133923948
1422	0.2133685504
1423	0.2130712306
1424	0.2130277261
1425	0.2129738458
1426	0.2129463467
1427	0.2128905443
1428	0.2128032835
1429	0.2127706823
1430	0.2127250787
1431	0.2126350951
1432	0.2125793969
1433	0.2124797788
1434	0.2124212406
1435	0.2123701454
1436	0.2123485027
1437	0.2122971435
1438	0.2122418687
1439	0.2121802093
1440	0.2120906102
1441	0.2120375302
1442	0.2119386876
1443	0.2118556689
1444	0.2118340845
1445	0.2117857949
1446	0.2117241436
1447	0.211666265
1448	0.2115830696
1449	0.2115355539
1450	0.2115005782
1451	0.211452086
1452	0.2113998666
1453	0.211214381
1454	0.2111859023
1455	0.211137113
1456	0.2110770249
1457	0.2110462707
1458	0.2110149865
1459	0.2109682279
1460	0.2109311069
1461	0.2108751044
1462	0.2107227694
1463	0.2106894769
1464	0.2106193578
1465	0.210546578
1466	0.2104876963
1467	0.2104586324
1468	0.2104287068
1469	0.2104162842
1470	0.210347028
1471	0.2103204037
1472	0.2102982661
1473	0.2102539009
1474	0.2102296716
1475	0.2101963342
1476	0.2101717394
1477	0.210140159
1478	0.2100945659
1479	0.210059686
1480	0.2100218312
1481	0.2099547711
1482	0.2098927774
1483	0.2098566558
1484	0.2097922775
1485	0.2097445371
1486	0.2096935524
1487	0.2096238899
1488	0.2095608363
1489	0.2095201077
1490	0.2094879664
1491	0.2094410463
1492	0.2093987849
1493	0.2093380723
1494	0.2092865857
1495	0.2092654133
1496	0.2092092909
1497	0.2091700938
1498	0.2091296203
1499	0.2091059061
1500	0.2090818387
1501	0.209063901
1502	0.2090186717
1503	0.2089839782
1504	0.2089507091
1505	0.2088795207
1506	0.2088630801
1507	0.2088410602
1508	0.2087905925
1509	0.2087530849
1510	0.2087268704
1511	0.2086946419
1512	0.2086681393
1513	0.2086382823
1514	0.2086006856
1515	0.2085242338
