iter	RMSE
1516	0.208466947
1517	0.208390822
1518	0.2083588644
1519	0.2083055918
1520	0.2082720326
1521	0.2082116514
1522	0.2081626405
1523	0.2081495302
1524	0.2081099691
1525	0.2080977951
1526	0.2080598003
1527	0.2080323942
1528	0.2079925042
1529	0.2079363801
1530	0.2079056188
1531	0.2078432044
1532	0.2078144387
1533	0.2077778382
1534	0.207747855
1535	0.2077185425
1536	0.2076915187
1537	0.2076565127
1538	0.207615532
1539	0.2075669983
1540	0.2075090609
1541	0.2074620209
1542	0.207417946
1543	0.2073843591
1544	0.2073629046
1545	0.207329687
1546	0.2072843935
1547	0.2071894436
1548	0.2071298387
1549	0.2071152354
1550	0.207082544
1551	0.2070244029
1552	0.2069337257
1553	0.2068753973
1554	0.2068406809
1555	0.206816158
1556	0.2068041711
1557	0.2067727977
1558	0.2067483776
1559	0.2066982872
1560	0.2066659097
1561	0.2066277026
1562	0.2066041309
1563	0.2065293606
1564	0.2064589692
1565	0.2064496324
1566	0.2064012703
1567	0.2063811194
1568	0.206360877
1569	0.2063342223
1570	0.2063060005
1571	0.2062721836
1572	0.2062363104
1573	0.206163906
1574	0.2061101349
1575	0.2060812401
1576	0.2060682019
1577	0.2060024307
1578	0.2059634311
1579	0.2059122815
1580	0.2057996359
1581	0.2057336331
1582	0.2057070388
1583	0.2056921614
1584	0.2056512385
1585	0.2055836047
1586	0.2055180147
1587	0.2054810582
1588	0.2054707049
1589	0.2054518537
1590	0.2054431935
1591	0.2054167711
1592	0.2053518126
1593	0.2052348729
1594	0.2051660136
1595	0.2050940603
1596	0.2050555401
1597	0.2050290303
1598	0.2049930337
1599	0.2049367872
1600	0.2048946114
1601	0.2048303859
1602	0.2047501087
1603	0.2046982816
1604	0.2046599121
1605	0.2046163127
1606	0.2045675451
1607	0.2045267478
1608	0.2045045405
1609	0.2044366641
1610	0.2044129609
1611	0.2043747959
1612	0.2043301015
1613	0.2042920717
1614	0.2042693733
1615	0.2042507426
1616	0.2041781336
1617	0.2041496841
1618	0.2041153361
1619	0.2040857467
1620	0.2040157563
1621	0.2039482284
1622	0.2039321738
1623	0.2038960811
1624	0.2038637914
1625	0.2038070981
1626	0.203784532
1627	0.203714163
1628	0.2036701059
1629	0.2036134267
1630	0.2035482063
1631	0.2035068535
1632	0.2034714721
1633	0.2034549018
1634	0.2034069661
1635	0.2033778845
1636	0.2033102827
1637	0.2032529206
1638	0.2032272901
1639	0.2031055838
1640	0.2030155764
1641	0.2029798996
1642	0.202937516
1643	0.2029083579
1644	0.2028089539
1645	0.2027612967
1646	0.2027454652
1647	0.2026936501
1648	0.2026602555
1649	0.2026433607
1650	0.2025980848
1651	0.2025598788
1652	0.2024928288
1653	0.2024340269
1654	0.2024201839
1655	0.2023898702
1656	0.2023632044
1657	0.2023347472
1658	0.2022824295
1659	0.202262124
1660	0.2021886671
1661	0.2021376083
1662	0.202096129
1663	0.20205817
1664	0.2019847423
1665	0.2019309629
1666	0.2019062712
1667	0.2018297053
1668	0.2017751154
1669	0.2017050466
1670	0.2015882128
1671	0.2015494206
1672	0.2015219934
1673	0.2014719363
1674	0.2014310524
1675	0.2014263609
1676	0.2013827298
1677	0.2013240741
1678	0.2013102474
1679	0.2012659922
1680	0.2011935023
1681	0.2011738475
1682	0.2011465102
1683	0.2011160648
1684	0.2010934933
1685	0.2010882176
1686	0.2010462879
1687	0.2010167372
1688	0.2009545141
1689	0.2008891188
1690	0.2008721408
1691	0.2008576421
1692	0.2008384279
1693	0.2008027601
1694	0.2007752324
1695	0.2007416853
1696	0.2006723439
1697	0.2006253534
1698	0.2006011266
1699	0.2005686084
1700	0.2005281217
1701	0.2005127111
1702	0.200491679
1703	0.200440831
1704	0.200435271
1705	0.2003954522
1706	0.2003497676
1707	0.2003133953
1708	0.2002925188
1709	0.2002508493
1710	0.2002129844
1711	0.2001501634
1712	0.2001291074
1713	0.2000943005
1714	0.2000735837
1715	0.2000604443
1716	0.2000300257
1717	0.1999777384
1718	0.1999426579
1719	0.1999264711
1720	0.1998904013
1721	0.1998472506
1722	0.1998277525
1723	0.1997985292
1724	0.1997570604
1725	0.1996971783
1726	0.1996463268
1727	0.1996158808
1728	0.1995856923
1729	0.1995685278
1730	0.1994612041
1731	0.199438399
1732	0.1994296929
1733	0.1994017365
1734	0.1993580751
1735	0.1992700597
1736	0.1992407018
1737	0.1991986277
1738	0.1991679549
1739	0.1991301146
1740	0.1990619597
1741	0.1990146313
1742	0.1989903126
1743	0.198959414
1744	0.198915495
1745	0.1988689064
1746	0.198820069
1747	0.198801492
1748	0.1987831315
1749	0.198757912
1750	0.1987171329
1751	0.1986821567
1752	0.198630225
1753	0.1985922534
1754	0.1985731644
1755	0.1985543461
1756	0.1985388723
1757	0.1985247257
1758	0.1983896376
1759	0.1983740624
1760	0.1983016329
1761	0.1982588889
1762	0.1981264384
1763	0.1981103334
1764	0.1980451625
1765	0.1980135371
1766	0.1978804407
1767	0.1978312561
1768	0.1977983297
1769	0.1977552197
1770	0.1977161886
1771	0.1977046678
1772	0.1976554321
1773	0.1976370788
1774	0.1975998066
1775	0.1975460088
1776	0.1974270227
1777	0.1973829142
1778	0.1973405547
1779	0.1973048111
1780	0.1972942492
1781	0.197266244
1782	0.1972500654
1783	0.1972275016
1784	0.1971824713
1785	0.1971477455
1786	0.19710577
1787	0.1970711434
1788	0.1970535785
1789	0.1969860372
1790	0.1969582571
1791	0.1969299381
1792	0.1967795844
1793	0.1967471539
1794	0.196715289
1795	0.1966990768
1796	0.1966562987
1797	0.1966256368
1798	0.1966035196
1799	0.19656163
1800	0.1964362689
1801	0.1964194935
1802	0.196387685
1803	0.196364863
1804	0.1963304267
1805	0.1963118344
1806	0.19627466
1807	0.1962475495
1808	0.1962135992
1809	0.1961863473
1810	0.1961533505
1811	0.1961115106
1812	0.1959935434
1813	0.1959631856
1814	0.195947543
1815	0.1959204971
1816	0.1958796493
1817	0.1958086939
1818	0.1957728277
1819	0.1957349168
1820	0.1956865197
1821	0.1956627308
1822	0.1956277471
1823	0.1955922101
1824	0.1953182529
1825	0.1952903065
1826	0.1952506708
1827	0.1952117615
1828	0.1951093745
1829	0.1950898397
1830	0.1950722335
1831	0.1950292086
1832	0.195001221
1833	0.1949481557
1834	0.1948922917
1835	0.1947991031
1836	0.1947888844
1837	0.1947491625
1838	0.1947132886
1839	0.1946900147
1840	0.1945883328
1841	0.1945601257
1842	0.1945196271
1843	0.1944781748
1844	0.194462063
1845	0.1944269067
1846	0.1943880153
1847	0.1943766514
1848	0.1943480637
1849	0.194313536
1850	0.1942728615
1851	0.1942444252
1852	0.1941429412
1853	0.1941043798
1854	0.1940715151
1855	0.1940541507
1856	0.1940272883
1857	0.1939642339
1858	0.1939359
1859	0.1938981794
1860	0.193858343
1861	0.1938230215
1862	0.1937865392
1863	0.1937384345
1864	0.1937116339
1865	0.1936973203
1866	0.1936476835
1867	0.1936251946
1868	0.1935941694
1869	0.1934770138
1870	0.1934554537
1871	0.1934133033
1872	0.1933864014
1873	0.1933764907
1874	0.1933512552
1875	0.1933122671
1876	0.1932649989
1877	0.1932516099
1878	0.1932209961
1879	0.1932002617
1880	0.1931755808
1881	0.193117252
1882	0.1930449648
1883	0.1929801807
1884	0.1929601136
1885	0.192932161
1886	0.1929110846
1887	0.1928910364
1888	0.1928681829
1889	0.1928126111
1890	0.1927975944
1891	0.1927679537
1892	0.1927531627
1893	0.1926137985
1894	0.1925870313
1895	0.1925693664
1896	0.1925454452
1897	0.1924793436
1898	0.1924606949
1899	0.1924055337
1900	0.1923905653
1901	0.1923576224
1902	0.192244309
1903	0.1922161164
1904	0.1921863473
1905	0.1920391472
1906	0.1920157174
1907	0.1919904151
1908	0.1919728878
1909	0.1919597754
1910	0.1919291885
1911	0.1919046915
1912	0.1918865912
1913	0.1918600809
1914	0.1918318219
1915	0.191805277
1916	0.1917725539
1917	0.1916695881
1918	0.1916585546
1919	0.1915687674
1920	0.191509888
1921	0.191476614
1922	0.1914526023
1923	0.191432409
1924	0.1914108212
1925	0.191318993
1926	0.1912536112
1927	0.1912035159
1928	0.1910930015
1929	0.1910538764
1930	0.1910097573
1931	0.1909102767
1932	0.1908766878
1933	0.1908475042
1934	0.1908298178
1935	0.1908026943
1936	0.1907756144
1937	0.190755083
1938	0.190739504
1939	0.1907168532
1940	0.1907006445
1941	0.190673801
1942	0.1906207228
1943	0.1905883091
1944	0.1905456732
1945	0.1905138572
1946	0.1904701524
1947	0.190444148
1948	0.1904064846
1949	0.1903781275
1950	0.1903520805
1951	0.1903251948
1952	0.1903039413
1953	0.1902723299
1954	0.1902582053
1955	0.1902310953
1956	0.1902062681
1957	0.1901769648
1958	0.1901453128
1959	0.1900228113
1960	0.189997555
1961	0.1898484396
1962	0.1898414913
1963	0.189795349
1964	0.1897736233
1965	0.1897476831
1966	0.1897386506
1967	0.189706763
1968	0.1896779268
1969	0.1896098317
1970	0.189579997
1971	0.1895508334
1972	0.1895246942
1973	0.1894947538
1974	0.1894443501
1975	0.1893888066
1976	0.1893697717
1977	0.1893442298
1978	0.1892759671
1979	0.1892438775
1980	0.1892308639
1981	0.1892077114
1982	0.1891799651
1983	0.1891684991
1984	0.1891387585
1985	0.1891024312
1986	0.1890524922
1987	0.1890110174
1988	0.1889824746
1989	0.1889538456
1990	0.1889484815
1991	0.1889334386
1992	0.1889226108
1993	0.1888974791
1994	0.1888552964
1995	0.1888001602
1996	0.1887748275
1997	0.1887237021
1998	0.188690689
1999	0.1886826586
2000	0.1886103276
2001	0.1886002463
2002	0.1885706692
2003	0.1885440641
2004	0.18851783
2005	0.1884949755
2006	0.1884758399
2007	0.188402481
2008	0.1883807464
2009	0.1883569484
2010	0.1883337477
2011	0.1883018872
2012	0.1882528399
2013	0.1882311132
2014	0.1881706818
2015	0.1881522696
2016	0.1881124289
2017	0.1880768907
2018	0.1880468567
2019	0.1879907637
2020	0.1879497296
2021	0.1879143946
2022	0.1878829524
2023	0.1878622123
2024	0.1878507971
2025	0.1878099889
2026	0.1876839143
2027	0.1876692422
2028	0.1876380184
2029	0.1876162871
2030	0.187572746
2031	0.1875423915
2032	0.1874941522
2033	0.1874323745
2034	0.1874087557
2035	0.1874061388
2036	0.1873890946
2037	0.187261554
2038	0.1872408203
2039	0.1872013994
2040	0.1871864916
2041	0.1871419658
2042	0.187094114
2043	0.1870649178
2044	0.1870407014
2045	0.1870219682
2046	0.1870042281
2047	0.1869837697
2048	0.1869604209
2049	0.1868406889
2050	0.1868111111
2051	0.1867992645
2052	0.1867436372
2053	0.1867005177
2054	0.1866853092
2055	0.1866389938
2056	0.1866207134
2057	0.1865998177
2058	0.1865889405
2059	0.18655978
2060	0.1865338548
2061	0.1865145252
2062	0.1864719174
2063	0.1864063051
2064	0.1863746473
2065	0.1863342518
2066	0.1862154019
2067	0.1861773093
2068	0.1861570038
2069	0.186072289
2070	0.1860512647
2071	0.1860132278
2072	0.1859766776
2073	0.1859435887
2074	0.185924406
2075	0.1858948024
2076	0.1857861109
2077	0.1857680998
2078	0.185731371
2079	0.1856137488
2080	0.1854480643
2081	0.1854353299
2082	0.1854157643
2083	0.1853911695
2084	0.1853721578
2085	0.1853133265
2086	0.1852949411
2087	0.1852580576
2088	0.1852516901
2089	0.1852373506
2090	0.185196383
2091	0.1850884557
2092	0.1850483244
2093	0.1849841317
2094	0.1849622731
2095	0.1849389074
2096	0.1848326435
2097	0.1848015233
2098	0.1847845421
2099	0.1847438136
2100	0.1847116788
2101	0.1846770882
2102	0.1846406951
2103	0.1846316635
2104	0.1845852693
2105	0.1845521808
2106	0.1845386488
2107	0.184527703
2108	0.1844577452
2109	0.1844264195
2110	0.184403778
2111	0.1843903782
2112	0.1843722987
2113	0.1843318227
2114	0.1843042194
2115	0.1842833443
2116	0.1842437107
2117	0.1842068213
2118	0.1841887453
2119	0.1841794539
2120	0.1841600539
2121	0.1841459985
2122	0.1841132168
2123	0.1840813102
2124	0.1840675174
2125	0.1840291686
2126	0.1839978248
2127	0.1839577169
2128	0.1839324631
2129	0.1839192549
2130	0.1838768415
2131	0.1838113161
2132	0.1837762727
2133	0.1837590889
2134	0.1837274552
2135	0.1836689471
2136	0.1836286441
2137	0.1835988378
2138	0.1835605582
2139	0.1835417847
2140	0.1835184711
2141	0.1834915146
2142	0.1834691699
2143	0.183437283
2144	0.183397021
2145	0.1833817629
2146	0.1833529327
2147	0.1833199087
2148	0.1832797089
2149	0.183262428
2150	0.1832388736
2151	0.1831954996
2152	0.1831639605
2153	0.1831232293
2154	0.1829332599
2155	0.182910414
2156	0.1829020633
2157	0.1828666895
2158	0.182841689
2159	0.1828178565
2160	0.1827848614
2161	0.1827698677
2162	0.1827441205
2163	0.1827161643
2164	0.1826929295
2165	0.182669372
2166	0.1826319359
2167	0.18255501
2168	0.1825225435
2169	0.1825160921
2170	0.1825111625
2171	0.1824926569
2172	0.1824483603
2173	0.1824151774
2174	0.1823750605
2175	0.1823448908
2176	0.1823234868
2177	0.1822746079
2178	0.1822377887
2179	0.1822123013
2180	0.1821866734
2181	0.1821601105
2182	0.1820949601
2183	0.1820744864
2184	0.1820531011
2185	0.1820129967
2186	0.1819875454
2187	0.1819821836
2188	0.1819678518
2189	0.1819400991
2190	0.1819252486
2191	0.181908921
2192	0.1818767914
2193	0.1818716096
2194	0.1818506431
2195	0.1817865006
2196	0.1817651585
2197	0.1817450324
2198	0.1817376874
2199	0.1816767152
2200	0.1816432225
2201	0.1816109298
2202	0.1816042333
2203	0.1815131612
2204	0.1814954621
2205	0.1814333584
2206	0.1814149226
2207	0.1813798751
2208	0.1813479269
2209	0.1812484385
2210	0.1812338856
2211	0.1812154682
2212	0.1811715365
2213	0.1811665669
2214	0.1811452413
2215	0.1811249046
2216	0.1810872663
2217	0.1810580403
2218	0.1810253199
2219	0.1809926057
2220	0.1809709011
2221	0.1809437307
2222	0.1809129328
2223	0.1808886276
2224	0.1808755516
2225	0.1808376033
2226	0.1808078693
2227	0.1808017277
2228	0.1807844485
2229	0.1807627968
2230	0.1807433949
2231	0.1807244331
2232	0.1806836264
2233	0.1806232519
2234	0.1805681189
2235	0.1805452632
2236	0.1805053345
2237	0.1804761555
2238	0.1804324397
2239	0.1804116231
2240	0.1803965942
2241	0.1803825198
2242	0.1803699668
2243	0.1803355925
2244	0.1803151398
2245	0.1802834707
2246	0.1802673458
2247	0.180234751
2248	0.1801627135
2249	0.1801325282
2250	0.1800954976
2251	0.1800681481
2252	0.180052482
2253	0.1800384924
2254	0.1800162807
2255	0.1799075257
2256	0.1798910988
2257	0.1798154061
2258	0.1797825651
2259	0.1797713004
2260	0.1797609644
2261	0.1797326564
2262	0.1797125557
2263	0.1796910541
2264	0.1796311748
2265	0.1795921277
2266	0.1795652175
2267	0.1795415392
2268	0.1795031289
2269	0.1794727275
2270	0.1794062675
2271	0.1793800322
2272	0.1793354303
2273	0.1793282958
2274	0.1793199542
2275	0.1793077127
2276	0.1793020384
2277	0.1792845699
2278	0.1792379161
2279	0.1792227696
2280	0.1792055089
2281	0.1791891551
2282	0.1791699392
2283	0.1791444032
2284	0.1791267852
2285	0.1790834414
2286	0.1790415503
2287	0.1789954203
2288	0.1789295615
2289	0.1788761447
2290	0.1788654108
2291	0.1788515074
2292	0.1788442612
2293	0.1788064158
2294	0.1787932433
2295	0.1787590877
2296	0.1787383438
2297	0.1787080657
2298	0.1786800497
2299	0.1786007847
2300	0.1785845523
2301	0.1785253714
2302	0.1785168324
2303	0.1784709853
2304	0.1784495662
2305	0.1784335678
2306	0.1784097367
2307	0.1783953798
2308	0.1783555212
2309	0.1783431614
2310	0.1783140591
2311	0.1781940676
2312	0.178182609
2313	0.1781509756
2314	0.1781178381
2315	0.1780865303
2316	0.1780070576
2317	0.1779805166
2318	0.1779600297
2319	0.1779439705
2320	0.1779031018
2321	0.1778785552
2322	0.1778689634
2323	0.1778451176
2324	0.1778183618
2325	0.1777691597
2326	0.1777404646
2327	0.1777126263
2328	0.1776881245
2329	0.1776611657
2330	0.1776293645
2331	0.1775824664
2332	0.1775616663
2333	0.1775372235
2334	0.177522748
2335	0.1774936855
2336	0.1774738245
2337	0.1774600814
2338	0.1774332344
2339	0.1774027247
2340	0.1773664961
2341	0.1773456631
2342	0.1773270683
2343	0.1772973982
2344	0.1772798506
2345	0.1772315949
2346	0.1772246867
2347	0.1771913829
2348	0.1771175404
2349	0.1770766327
2350	0.177045206
2351	0.1770270443
2352	0.1769960331
2353	0.1769862092
2354	0.1769638049
2355	0.176938248
2356	0.1769216085
2357	0.1769001088
2358	0.1768313264
2359	0.176827526
2360	0.176788814
2361	0.1767729638
2362	0.1767622417
2363	0.1767388034
2364	0.1767084156
2365	0.1766927964
2366	0.1766656094
2367	0.1766412329
2368	0.1766186045
2369	0.1765783705
2370	0.1765459359
2371	0.1765229246
2372	0.1765061468
2373	0.1764985595
2374	0.1764832248
2375	0.1764708377
2376	0.1764468682
2377	0.1764309689
2378	0.1763997289
2379	0.1763864161
2380	0.17636522
2381	0.1763239413
2382	0.1762979788
2383	0.1762829234
2384	0.1762590411
2385	0.1762409946
2386	0.1762245711
2387	0.1761994648
2388	0.1761891181
2389	0.1761519679
2390	0.1761114098
2391	0.1760961161
2392	0.1760871577
2393	0.1760667202
2394	0.176052022
2395	0.17602416
2396	0.1760030503
2397	0.1759958827
2398	0.1759673946
2399	0.1759548683
2400	0.1759350376
2401	0.1759253636
2402	0.1758949118
2403	0.1758756124
2404	0.1758479838
2405	0.1758306636
2406	0.1758069968
2407	0.1757336456
2408	0.1757085137
2409	0.1756942884
2410	0.1756733222
2411	0.175646991
2412	0.175618437
2413	0.1755936309
2414	0.1755853289
2415	0.1755715872
2416	0.1755493878
2417	0.1755352082
2418	0.1755113945
2419	0.1754420017
2420	0.1754179935
2421	0.1754083082
2422	0.1753974869
2423	0.1753806445
2424	0.1753429588
2425	0.1753117291
2426	0.1752819988
2427	0.1751957525
2428	0.1751873588
2429	0.1751617663
2430	0.1751285377
2431	0.1751134556
2432	0.1750882692
2433	0.1750650149
2434	0.1750530194
2435	0.1750398816
2436	0.1749988655
2437	0.1749668952
2438	0.1749366678
2439	0.1748876271
2440	0.1748689725
2441	0.1748640218
2442	0.1748335762
2443	0.1748098537
2444	0.1747619087
2445	0.1747409283
2446	0.1747226117
2447	0.1747034051
2448	0.1746881513
2449	0.1746805878
2450	0.1746705447
2451	0.1746454473
2452	0.1746225768
2453	0.1746008413
2454	0.174528293
2455	0.174485851
2456	0.1744596837
2457	0.1744326487
2458	0.1744159068
2459	0.1743925488
2460	0.1743665681
2461	0.1743398759
2462	0.1743105295
2463	0.1742856536
2464	0.1742415831
2465	0.174203269
2466	0.1741764696
2467	0.1741483457
2468	0.1741224426
2469	0.1741141178
2470	0.1740550433
2471	0.1740344878
2472	0.1740153746
2473	0.1739787117
2474	0.1739611181
2475	0.1739498068
2476	0.1739392537
2477	0.1738895927
2478	0.1738395387
2479	0.1737989684
2480	0.1737250064
2481	0.1737096622
2482	0.1736899608
2483	0.1736724702
2484	0.1736350663
2485	0.1736064887
2486	0.173583506
2487	0.1735678848
2488	0.173557053
2489	0.1735123973
2490	0.173461174
2491	0.173458434
2492	0.1734357826
2493	0.1733880049
2494	0.1733815635
2495	0.1733474497
2496	0.1733086589
2497	0.1732832797
2498	0.1732398581
2499	0.1732302835
2500	0.1732127213
2501	0.1731791507
2502	0.173118409
2503	0.1731015203
2504	0.173068791
2505	0.1730610264
2506	0.1730366789
2507	0.1730032578
2508	0.1729862605
2509	0.1729024964
2510	0.1728864139
2511	0.1728641333
2512	0.1728312201
2513	0.1728183475
2514	0.1728070359
2515	0.1728012079
2516	0.1727860792
2517	0.1727731215
2518	0.172709801
2519	0.1726803571
2520	0.1726474753
2521	0.1726448102
2522	0.1725879831
2523	0.1725700588
2524	0.1725485046
2525	0.1725300171
2526	0.172500218
2527	0.1724742049
2528	0.1724506007
2529	0.1724237482
2530	0.1723937468
2531	0.1723732962
2532	0.1723528911
2533	0.1723252052
2534	0.1722624057
2535	0.1722439195
2536	0.1722257002
2537	0.1721975224
2538	0.1721872303
2539	0.1721643126
2540	0.1721444989
2541	0.1720856706
2542	0.1720599879
2543	0.1720200699
2544	0.1719898582
2545	0.1719691765
2546	0.171924741
2547	0.1719025415
2548	0.1718610674
2549	0.1718121355
2550	0.1718015273
2551	0.1717960209
2552	0.1717870538
2553	0.1717374285
2554	0.1717024247
2555	0.1716858835
2556	0.1716523422
2557	0.1716293119
2558	0.1715962585
2559	0.171564938
2560	0.1715539507
2561	0.1715367562
2562	0.1715240258
2563	0.171509106
2564	0.1714700122
2565	0.1714537087
2566	0.1713880684
2567	0.1713630727
2568	0.1713567839
2569	0.1713278976
2570	0.1713217041
2571	0.1712837185
2572	0.1712752641
2573	0.1712645844
2574	0.1712442922
2575	0.1712208692
2576	0.1711997332
2577	0.1711612671
2578	0.171139407
2579	0.1709965541
2580	0.170962563
2581	0.170942225
2582	0.1708913701
2583	0.1708726433
2584	0.1708604124
2585	0.1708386913
2586	0.1708191593
2587	0.1708108309
2588	0.1707851975
2589	0.1707701528
2590	0.1707448666
2591	0.170731141
2592	0.1707105067
2593	0.1706920538
2594	0.1706832998
2595	0.1706730213
2596	0.170649274
2597	0.1706411758
2598	0.1706323962
2599	0.1706026185
2600	0.1705874247
2601	0.1705850267
2602	0.1705762865
2603	0.170548261
2604	0.1704597036
2605	0.1704403499
2606	0.170411724
2607	0.1703870167
2608	0.1703710257
2609	0.1702402614
2610	0.170221993
2611	0.1701799496
2612	0.1701635779
2613	0.1701584132
2614	0.1701375898
2615	0.1701132834
2616	0.1700567767
2617	0.1700283171
2618	0.1699855094
2619	0.1699430788
2620	0.1698111208
2621	0.1697665011
2622	0.1697029038
2623	0.1696725487
2624	0.1696579806
2625	0.1696389267
2626	0.1696263547
2627	0.1696115192
2628	0.1695978847
2629	0.1695834303
2630	0.1695559585
2631	0.1695253141
2632	0.1695122753
2633	0.1694906789
2634	0.1694641724
2635	0.1694504165
2636	0.1694152537
2637	0.1693946745
2638	0.1693794414
2639	0.1693577085
2640	0.1693309228
2641	0.1693274186
2642	0.1693102492
2643	0.1692612802
2644	0.1692400804
2645	0.1692295699
2646	0.1691984027
2647	0.1691718686
2648	0.1691530001
2649	0.1691339621
2650	0.1691031608
2651	0.1690763592
2652	0.1690563557
2653	0.1690452745
2654	0.1690281862
2655	0.1690139145
2656	0.168994158
2657	0.1689714528
2658	0.1689547727
2659	0.1689443942
2660	0.1689253699
2661	0.1688952609
2662	0.1688664776
2663	0.168842749
2664	0.1687834868
2665	0.168753442
2666	0.1687018886
2667	0.168671608
2668	0.1686455943
2669	0.1686350403
2670	0.1685963402
2671	0.168577239
2672	0.1684699941
2673	0.1684453204
2674	0.1684231177
2675	0.168404562
2676	0.1683685939
2677	0.1683454849
2678	0.168320018
2679	0.1683023027
2680	0.1682380673
2681	0.1682231797
2682	0.1682032689
2683	0.1681646243
2684	0.1681525667
2685	0.1681285631
2686	0.1681115062
2687	0.1680555536
2688	0.1680374166
2689	0.1680292949
2690	0.1680161523
2691	0.1680070497
2692	0.167991474
2693	0.1679812613
2694	0.1679642553
2695	0.167930749
2696	0.1679151824
2697	0.1679110017
2698	0.1678881605
2699	0.1678764113
2700	0.1678495288
2701	0.1678361981
2702	0.1678191182
2703	0.167805038
2704	0.1677887536
2705	0.1677556189
2706	0.167723637
2707	0.1677093916
2708	0.167693993
2709	0.1676853454
2710	0.1676709639
2711	0.1676548607
2712	0.1676299381
2713	0.1676038411
2714	0.1675911449
2715	0.1675816874
2716	0.1675203724
2717	0.1674958569
2718	0.1674709531
2719	0.1674432164
2720	0.1673925848
2721	0.1673703033
2722	0.1673038242
2723	0.1672899027
2724	0.1672432344
2725	0.1672242675
2726	0.1672070471
2727	0.167202358
2728	0.1671838576
2729	0.1671753279
2730	0.1671536274
2731	0.1671436112
2732	0.1671384007
2733	0.1670975917
2734	0.1670891272
2735	0.1670795863
2736	0.1670591281
2737	0.1670467325
2738	0.1670266715
2739	0.1669154678
2740	0.1669112954
2741	0.1669046231
2742	0.1668277779
2743	0.1668074509
2744	0.1667700546
2745	0.1667554882
2746	0.1667300377
2747	0.1667008939
2748	0.1666623945
2749	0.1666562796
2750	0.1666087586
2751	0.1666046697
2752	0.1665900873
2753	0.166578454
2754	0.1665629144
2755	0.1665478233
2756	0.1665184722
2757	0.1664953649
2758	0.1664726535
2759	0.1664526728
2760	0.1663982815
2761	0.1663705837
2762	0.1663562936
2763	0.1663330259
2764	0.1663134788
2765	0.1662599131
2766	0.1662517815
2767	0.1662387627
2768	0.1662230714
2769	0.1662106659
2770	0.166193336
2771	0.1661768571
2772	0.1661631268
2773	0.1661544087
2774	0.1661321138
2775	0.1660883793
2776	0.1660661627
2777	0.166043956
2778	0.1660190764
2779	0.1659817267
2780	0.1659474926
2781	0.1659182515
2782	0.1658928741
2783	0.1658761483
2784	0.1658332252
2785	0.1658113203
2786	0.1657838693
2787	0.1657659155
2788	0.1657290101
2789	0.1657166452
2790	0.1657018635
2791	0.1656846204
2792	0.1656706245
2793	0.1656568248
2794	0.1656395492
2795	0.1656226587
2796	0.1656034452
2797	0.1655880061
2798	0.1655598714
2799	0.1655374286
2800	0.1655164862
2801	0.1655093
2802	0.1654344769
2803	0.1654131502
2804	0.165387024
2805	0.1653655097
2806	0.1653612503
2807	0.1653502249
2808	0.165324895
2809	0.1653197742
2810	0.1652767801
2811	0.1652716967
2812	0.1652332839
2813	0.1652246155
2814	0.1652156854
2815	0.1651974728
2816	0.1651391228
2817	0.1651357259
2818	0.1651220045
2819	0.1651103035
2820	0.1650968942
2821	0.1650819961
2822	0.1650643455
2823	0.1650417292
2824	0.1649950012
2825	0.1649787718
2826	0.1649555935
2827	0.1649387966
2828	0.1649035706
2829	0.1648466517
2830	0.1648232591
2831	0.1648028406
2832	0.16477396
2833	0.1647582894
2834	0.1647458778
2835	0.1647359021
2836	0.1647308351
2837	0.1646651298
2838	0.1646023232
2839	0.1645781478
2840	0.1645413429
2841	0.1645253834
2842	0.1644857343
2843	0.1644720052
2844	0.1644595778
2845	0.16444331
2846	0.1644337084
2847	0.1644079784
2848	0.1643817564
2849	0.164368265
2850	0.1643482581
2851	0.1643300521
2852	0.1643079186
2853	0.1642880506
2854	0.1642412099
2855	0.164229364
2856	0.1641913554
2857	0.1641577553
2858	0.1641511749
2859	0.1641151526
2860	0.1641020007
2861	0.164030409
2862	0.1640013078
2863	0.1639816557
2864	0.1639458416
2865	0.163929522
2866	0.1639141823
2867	0.1639113513
2868	0.1638874905
2869	0.1638723055
2870	0.1638580539
2871	0.1638482925
2872	0.1638014901
2873	0.1637715046
2874	0.1637432016
2875	0.1637168975
2876	0.1636968835
2877	0.1636844765
2878	0.1636739542
2879	0.1636558132
2880	0.1636308952
2881	0.1635692366
2882	0.1635487482
2883	0.1635326429
2884	0.163506377
2885	0.1634998232
2886	0.1634866461
2887	0.163454853
2888	0.1634453808
2889	0.1634034363
2890	0.1633913451
2891	0.163377202
2892	0.1633603971
2893	0.1633354568
2894	0.1633131785
2895	0.1632874546
2896	0.1632748905
2897	0.1632320617
2898	0.1632079043
2899	0.1631883026
2900	0.1631665
2901	0.1631605651
2902	0.1631496562
2903	0.163135116
2904	0.1631201712
2905	0.1630614143
2906	0.1630328384
2907	0.1629893829
2908	0.1629696839
2909	0.1629523585
2910	0.1629252522
2911	0.1629142335
2912	0.1628976945
2913	0.1628753109
2914	0.1628709595
2915	0.1628569488
2916	0.1628515605
2917	0.1628422548
2918	0.1628278764
2919	0.1627993802
2920	0.1627863916
2921	0.1627569092
2922	0.1627478472
2923	0.1627367832
2924	0.1627093587
2925	0.1626921556
2926	0.1626843841
2927	0.1626621463
2928	0.162641994
